word	label
不严密	uw
不顾一切地	uw
不顾後果	uw
不顾後果的	uw
不听话	uw
不听话的	uw
不体面的	uw
中伤性	uw
中伤性的	uw
中伤者	uw
冗长乏味	uw
冗长乏味的	uw
冗长的	uw
冗语	uw
冗馀	uw
分心	uw
分心的事物	uw
分歧	uw
分泌毒液	uw
分泌毒液的	uw
分割	uw
分裂的	uw
分离的	uw
切断	uw
反托拉斯	uw
反托拉斯的	uw
反作用	uw
反抗的	uw
反冲的	uw
反叛者	uw
反动分子	uw
反动主义	uw
反动主义的	uw
反动主义者	uw
反动的	uw
反动派	uw
反常的	uw
反常现象	uw
反复告诉	uw
反话	uw
反对改革	uw
反对改革的	uw
反对的	uw
反对者	uw
反驳的	uw
反覆	uw
反覆无常的	uw
反垄断	uw
反垄断的	uw
反证	uw
太过自信	uw
太过自信的	uw
太迟	uw
太迟的	uw
引起不舒服	uw
引起死亡	uw
引起疼痛	uw
引起紧张	uw
引起紧张的	uw
引起嘲笑	uw
引起嘲笑的	uw
引起震惊	uw
引起震惊的事件	uw
心甘情愿	uw
心地不好	uw
心地不好的	uw
心神不安	uw
心神不安的	uw
心情不稳	uw
心情不稳的	uw
心情浮动	uw
心情浮动的	uw
心眼坏	uw
心眼坏的	uw
心智衰弱	uw
心虚的	uw
文盲	uw
欠缺的	uw
欠钱	uw
毛骨悚然的	uw
水妖	uw
水性杨花的女人	uw
水雷	uw
火灾	uw
犬儒主义	uw
世代结仇	uw
世俗的	uw
世界末日	uw
世界的末日	uw
乏味的	uw
以..为赌注	uw
以呻吟声说出	uw
以为不可	uw
以喧闹声扰	uw
以诱饵吸引	uw
以饵引诱	uw
代罪羔羊	uw
代价	uw
令人不愉快	uw
令人不愉快的	uw
令人不满意	uw
令人不满意的	uw
令人失望	uw
令人失望的人	uw
令人沮丧	uw
令人沮丧的	uw
令人恐惧	uw
令人恐惧的	uw
令人讨厌的	uw
令人讨厌的人	uw
令人讨厌的事物	uw
令人窒息的浓烟	uw
令人悲痛	uw
令人悲痛的	uw
令人无法忍受	uw
令人无法忍受的	uw
令人伤心	uw
令人伤心的	uw
令人烦恼	uw
令人烦恼的	uw
令人厌恶的	uw
令人愤慨	uw
令人愤慨的	uw
令人头痛之事	uw
令人怀疑	uw
令人怀疑的	uw
充满危险	uw
充满危险的	uw
出乎意料	uw
出乎意料地	uw
出没於	uw
加油门快速前进	uw
加负荷於	uw
加负担於	uw
加重	uw
加重压於	uw
加害	uw
加深	uw
加罪	uw
加罪於	uw
加障碍於	uw
加剧	uw
功利主义	uw
功利主义的	uw
功利主义者	uw
功利的	uw
功利论者	uw
匆匆忙忙	uw
匆匆忙忙的	uw
匆忙地走	uw
匆忙地做	uw
匆忙咽下	uw
卡住	uw
去世	uw
去除	uw
可作两种解释	uw
可忍受	uw
可忍受的	uw
可怕的	uw
可怕的人	uw
可怕的事	uw
可怕的事物	uw
可争论	uw
可争论的	uw
可容忍	uw
可容忍的	uw
可耻的	uw
可耻的人	uw
可笑的	uw
可惜的	uw
可恶的	uw
可悲的	uw
可厌	uw
可厌恶	uw
可厌恶的	uw
可疑分子	uw
可疑的	uw
可鄙的	uw
可怜的	uw
可怜的人	uw
可憎的	uw
可叹的	uw
古怪的	uw
古怪的人	uw
叫化子	uw
叫吠	uw
四处觅食	uw
四散	uw
外行的	uw
失去..	uw
失去..的	uw
失去母兽	uw
失去母兽的小动物	uw
失去光泽	uw
失去法律保护	uw
失去知觉	uw
失去知觉的	uw
失去勇气	uw
失去能力	uw
失去感觉	uw
失去感觉的	uw
失眠的	uw
失控地	uw
失败的	uw
失败者	uw
失业人数	uw
失业的	uw
失业者	uw
失业者的	uw
失调	uw
失调的	uw
失礼的	uw
打..的屁股	uw
打入	uw
打入地狱	uw
打入地狱的	uw
打耳光	uw
打屁股	uw
打哈欠	uw
打倒	uw
打偏	uw
打着哈欠说	uw
打乱	uw
打碎	uw
打赌	uw
未下定义	uw
未下定义的	uw
未上班者	uw
未中	uw
未加	uw
未加抑制	uw
未加抑制的	uw
未必的	uw
未成熟的	uw
未完全发展	uw
未完全发展的	uw
未完成	uw
未完成的	uw
未完成体	uw
未决定	uw
未决定的	uw
未见过的	uw
未受制止	uw
未受制止的	uw
未知	uw
未知的	uw
未知的东西	uw
未知数	uw
未指明	uw
未指明的	uw
未得到	uw
未被通知	uw
未被通知的	uw
未被证明为正当	uw
未被证明为正当的	uw
未减轻	uw
未减轻的	uw
未发觉	uw
未发觉的	uw
未开化	uw
未开化的	uw
未经训练	uw
未经训练的	uw
未经通知	uw
未经通知的	uw
未经检查	uw
未经检查的	uw
未解决	uw
未解决的	uw
未详细说明	uw
未详细说明的	uw
未达到	uw
未确定	uw
未确定的	uw
未缓和	uw
未缓和的	uw
未击中-------	uw
未获	uw
未获情报	uw
未获情报的	uw
末日审判	uw
正式放弃	uw
正式脱离或退出	uw
犯了罪	uw
犯了罪的	uw
犯杀人罪	uw
犯罪的	uw
犯罪者	uw
犯过失	uw
犯过错	uw
犯错	uw
瓜分	uw
生活放荡	uw
生活放荡的人	uw
生活艰苦	uw
生活艰苦的	uw
生气的	uw
生病的	uw
生疏的	uw
生硬的	uw
生裂缝	uw
生锈	uw
生锈的	uw
用力按	uw
用力击	uw
用手掌打	uw
用皮带抽打	uw
用矛刺	uw
用尖锐	uw
用尖锐的声音说	uw
用沸水烫	uw
用拳猛击	uw
用臭气赶出	uw
用带捆住	uw
用欺骗致使	uw
用碎纸机撕毁	uw
用话刺痛	uw
用诡计取得	uw
用枪射击	uw
用尽	uw
用嘶哑	uw
用嘶哑的声音说	uw
用愤怒	uw
用愤怒的目光表示	uw
用树篱围	uw
用滥	uw
用滥的	uw
用旧	uw
白日梦	uw
白费的	uw
白痴的	uw
白痴般的	uw
目中无人的	uw
目光短浅的	uw
矛盾的	uw
丢掉	uw
丢弃	uw
丢脸的	uw
丢脸的人	uw
丢脸的事	uw
丢丑的人	uw
交疲	uw
交恶运	uw
交恶运的	uw
交媾	uw
交战的	uw
交战国的	uw
仿造品	uw
仿制品	uw
休止	uw
伏兵	uw
伏击	uw
任性	uw
任性的	uw
任性的举动	uw
任意的	uw
凶狠的	uw
凶猛的	uw
凶恶的	uw
全无	uw
全无的	uw
共谋	uw
刑事	uw
刑事被告	uw
劣等的	uw
劣质的	uw
劣学生	uw
危及	uw
危地	uw
危困	uw
危急的	uw
危害物	uw
危险之源	uw
危险物	uw
危险的	uw
危险期	uw
同性恋者	uw
同情的	uw
吊儿郎当的人	uw
向..挑战	uw
向..开枪	uw
名声臭	uw
吃同类	uw
吃同类的动物	uw
吃得过饱	uw
因循	uw
回绝	uw
回避	uw
地牢	uw
地雷	uw
地震	uw
多刺	uw
多刺的	uw
多风暴	uw
多风暴的	uw
多阴雨	uw
多阴雨的	uw
多疑的	uw
多馀	uw
多馀物	uw
多馀的	uw
妄动的	uw
奸诈的	uw
好事的人	uw
好争论	uw
好争论的	uw
好挖苦人	uw
好挖苦人的	uw
好斗	uw
好斗的	uw
好责骂	uw
好责骂的人	uw
好唠叨	uw
好唠叨的人	uw
好战的	uw
好战者	uw
如死一般	uw
如死一般地	uw
如野兽般	uw
如野兽般的	uw
如兽	uw
如兽的	uw
存心的	uw
存有偏见	uw
存有偏见的	uw
存偏见	uw
尖叫着说	uw
尖叫声	uw
尖刻的	uw
尖着声音讲	uw
尖啸	uw
尖锐	uw
尖锐的	uw
尖声	uw
尖声喊叫	uw
尖声发出	uw
成空	uw
成为空	uw
成为空的	uw
成为障碍	uw
成问题的	uw
成碎片	uw
成废物	uw
成废物的	uw
扣住	uw
扣押	uw
扣留	uw
托辞	uw
曲折的	uw
有矛盾情绪	uw
有矛盾情绪的	uw
有危险	uw
有危险的	uw
有成见	uw
有困难	uw
有困难的	uw
有毒的	uw
有毒腺	uw
有毒腺的	uw
有害的	uw
有害的动物	uw
有害的植物	uw
有差别	uw
有差别地对待	uw
有差异	uw
有差异的	uw
有特权	uw
有特权的	uw
有病	uw
有病的	uw
有缺陷	uw
有缺陷的	uw
有缺点	uw
有缺点的	uw
有条件投降	uw
有恶意	uw
有恶意的	uw
有瑕疵	uw
有瑕疵的	uw
有罪的	uw
有诡计	uw
有诡计的	uw
有顾忌	uw
有顾忌的	uw
有瘾	uw
有瘾的人	uw
次要	uw
次要的	uw
次级	uw
死亡	uw
死亡状态	uw
死的	uw
死者	uw
死气	uw
死气沈沈的	uw
死记硬背功课	uw
污名	uw
污的	uw
污物	uw
污垢	uw
污迹	uw
污渍	uw
污浊的	uw
污秽的	uw
灰心的	uw
自大的	uw
自任	uw
自任不凡	uw
自任不凡的	uw
自吹	uw
自吹自擂说	uw
自我中心	uw
自我中心的	uw
自我本位	uw
自我本位的	uw
自私的	uw
自卑情绪	uw
自卑感	uw
自封	uw
自负的	uw
自负的地方	uw
自夸的	uw
自夸说	uw
自称	uw
自扰	uw
色欲	uw
血腥的	uw
行为不良	uw
行为不良的人	uw
行为不检的	uw
行为不礼貌	uw
行骗	uw
行窃	uw
作犯规动作	uw
作低沈声	uw
作弄	uw
作祟	uw
作废	uw
作战	uw
作惊人表演	uw
低水平	uw
低於他人者	uw
低级的	uw
低级庸俗	uw
低级庸俗的	uw
低声含糊	uw
低声含糊地说	uw
布置地雷或水雷	uw
免职	uw
冷淡的	uw
冷酷地	uw
冷酷的	uw
冷嘲	uw
冷嘲的	uw
判刑	uw
判决	uw
利己主义的	uw
吝啬的	uw
吞吃	uw
否决	uw
否决权	uw
否定的	uw
否认	uw
呆笨的	uw
呆滞的	uw
告密者	uw
告发	uw
告诉错误	uw
告诉错误的消息	uw
告诫	uw
吹牛皮	uw
吹嘘说	uw
吸毒者	uw
吵吵闹闹的要求	uw
吵闹的	uw
吵闹声	uw
吼叫着表达	uw
含有特定意味	uw
含混的	uw
含泪	uw
含糊地说	uw
含糊地说话	uw
含糊的	uw
含糊话	uw
困乏	uw
困局	uw
困穷	uw
困穷的	uw
困难的	uw
夹痛	uw
妨害物	uw
妨碍者	uw
完全丧失	uw
完全丧失的	uw
完全丧失者	uw
局限	uw
局限於狭小空间	uw
巫术	uw
弄凹	uw
弄死	uw
弄污	uw
弄歪	uw
弄混	uw
弄跛	uw
弄乱	uw
弄碎	uw
弄皱	uw
弄复杂	uw
弄错	uw
弄糟	uw
弄翻	uw
弄坏	uw
弄髒	uw
形容枯槁	uw
形容枯槁的	uw
忘恩	uw
忘恩负义的	uw
忌讳的	uw
快枯竭	uw
快枯竭的	uw
快活	uw
抗辩	uw
抗辩的	uw
抖颤	uw
扭打	uw
扭歪	uw
扭斗	uw
扭伤	uw
扼死	uw
扼制	uw
批评家	uw
扯破	uw
扯破的洞	uw
扯碎	uw
折断	uw
折旧	uw
投入深渊	uw
投弹	uw
投弹於	uw
抓得之物	uw
抓伤	uw
抑止	uw
抑制的	uw
攻占	uw
攻击性	uw
攻击性的	uw
攻击者	uw
更恶劣	uw
更恶劣地	uw
更恶劣的事	uw
更坏	uw
更坏地	uw
更坏的事	uw
束手	uw
束缚物	uw
步入歧途	uw
步入歧途的	uw
沈下脸	uw
沈沈不乐	uw
沈沈不乐的	uw
沈没	uw
沈重地走	uw
沈重的	uw
沈重的步伐	uw
沈重的责任	uw
沈重的脚步声	uw
沈重缓慢	uw
沈重缓慢地走	uw
沈迷	uw
沈寂的	uw
沈闷的	uw
冲打	uw
冲蚀	uw
没收	uw
没收物	uw
没有目标	uw
没有目标的	uw
没有考虑	uw
没有考虑的	uw
没有自信	uw
没有自信的	uw
没有防备	uw
没有防备的	uw
没有经验	uw
没有经验的	uw
没有观察到	uw
没有观察到的	uw
没受教育	uw
没受教育的	uw
没注意到	uw
没规矩	uw
没规矩的	uw
没觉察到	uw
没觉察到的	uw
汽车扣押场	uw
灼枯	uw
灼痛	uw
灼痛感	uw
灼伤	uw
狂妄的	uw
狂奔	uw
狂放	uw
狂怒的	uw
狂怒的人	uw
狂风	uw
狂风大浪	uw
狂乱地说	uw
狂乱的	uw
狂暴地	uw
狂暴的	uw
狂热	uw
狂热地	uw
狂热的	uw
狂热者	uw
狂骂	uw
私生	uw
私生的	uw
私运	uw
良心不安	uw
赤字	uw
赤贫者	uw
赤裸裸的	uw
走失	uw
走失的	uw
走失的家畜	uw
走失动物认领栏	uw
走私	uw
走得慢	uw
走散	uw
走散的人	uw
走险	uw
辛苦地	uw
辛苦的	uw
辛辣	uw
辛辣的	uw
迂回说法	uw
邪神	uw
邪恶的	uw
防守状态	uw
乖张的	uw
佯装	uw
依赖他人者	uw
依赖的	uw
使..失去法律保护	uw
使一团糟	uw
使一蹶不振	uw
使人不高兴	uw
使人不愉快	uw
使人不愉快的	uw
使人反感	uw
使人反感的	uw
使人生气	uw
使人产生不愉快	uw
使人产生不愉快的感觉	uw
使人痛苦	uw
使人痛苦的	uw
使人厌恶	uw
使人厌恶的	uw
使人厌烦	uw
使人厌烦的	uw
使下垂	uw
使上瘾	uw
使士气低落	uw
使大伤元气	uw
使不平	uw
使不正常	uw
使不合格	uw
使不安	uw
使不足	uw
使不知所措	uw
使不相宜	uw
使不能	uw
使不高兴	uw
使不舒服	uw
使不适	uw
使不关心	uw
使中断	uw
使分心	uw
使分裂	uw
使分隔	uw
使分离	uw
使反感	uw
使心智衰弱	uw
使心慌	uw
使充满臭气	uw
使凹下	uw
使凹陷	uw
使加深	uw
使失去	uw
使失去光泽	uw
使失去勇气	uw
使失去能力	uw
使失去感觉	uw
使失事	uw
使失明	uw
使失效	uw
使失常	uw
使失败	uw
使失望	uw
使失调	uw
使失宠	uw
使瓦解	uw
使生气	uw
使用计谋	uw
使用计谋的	uw
使丢脸	uw
使休克	uw
使存偏见	uw
使成孤儿	uw
使成残废	uw
使成废墟	uw
使有危险	uw
使有成见	uw
使有缺陷	uw
使污浊	uw
使灰心	uw
使行为不端	uw
使作呕	uw
使含糊	uw
使困惑	uw
使困窘	uw
使局促不安	uw
使局限於狭小空间	uw
使折断	uw
使更坏	uw
使束手无策	uw
使沈没	uw
使沈溺	uw
使狂热	uw
使赤贫	uw
使身心交疲	uw
使受人轻视	uw
使受危困	uw
使受到伤害	uw
使受毒气影响	uw
使受伤	uw
使受电击	uw
使受严重损伤	uw
使委屈	uw
使孤立	uw
使孤寂	uw
使延期	uw
使抽动	uw
使放纵	uw
使昏乱	uw
使服从	uw
使沾上泥污	uw
使沮丧	uw
使泛滥	uw
使空转	uw
使纠缠	uw
使便宜	uw
使咬字不清晰	uw
使後退	uw
使枯萎	uw
使枯竭	uw
使苦恼	uw
使负重担	uw
使降级	uw
使降级品格	uw
使倒塌	uw
使凌乱	uw
使恐怖	uw
使恐慌	uw
使恐惧	uw
使挫折	uw
使挨饿	uw
使气馁	uw
使消沈	uw
使消散	uw
使狼狈	uw
使疾走	uw
使病弱	uw
使疲倦	uw
使疲倦的	uw
使疲劳	uw
使疼痛	uw
使破产	uw
使破裂	uw
使破烂	uw
使紊乱	uw
使纯	uw
使茫然	uw
使荒芜	uw
使衰竭	uw
使讨厌	uw
使起纠纷	uw
使起皱纹	uw
使逆行	uw
使迷惑	uw
使退却	uw
使骨折	uw
使乾枯	uw
使停顿	uw
使堵塞	uw
使得灾祸	uw
使混淆	uw
使混乱	uw
使沦为乞丐	uw
使产生纹裂	uw
使疏远	uw
使窒息	uw
使粗糙	uw
使羞愧	uw
使脱轨	uw
使处於不利	uw
使处於不利地位	uw
使蛀坏	uw
使贫困	uw
使贫穷	uw
使透不过气来	uw
使阴暗	uw
使陷入	uw
使陷入困境	uw
使陷危	uw
使陷危地	uw
使陷於	uw
使麻木	uw
使丧失	uw
使恶化	uw
使悲痛	uw
使悲伤	uw
使恼火	uw
使恼怒	uw
使散落	uw
使减少	uw
使焦虑	uw
使无法动棋子	uw
使无效	uw
使无能为力	uw
使无资格	uw
使痛苦	uw
使痉挛	uw
使发出撞击声	uw
使发狂	uw
使发怒	uw
使发愣	uw
使发愁	uw
使发烧	uw
使短路	uw
使稀薄	uw
使窘迫不安	uw
使费解	uw
使跛	uw
使跛行	uw
使钝	uw
使黑暗	uw
使倾侧	uw
使倾覆	uw
使伤残	uw
使感觉不满	uw
使晕眩	uw
使极	uw
使极度痛苦	uw
使极度激动	uw
使极苦闷	uw
使极痛苦	uw
使毁灭	uw
使烦恼	uw
使烦乱	uw
使烦燥	uw
使烦躁	uw
使碎裂	uw
使落入圈套	uw
使落空	uw
使载重	uw
使道德败坏	uw
使过早硫化	uw
使隔绝	uw
使隔离	uw
使厌倦	uw
使厌倦的	uw
使厌恶	uw
使厌烦	uw
使对立	uw
使对抗	uw
使惨败	uw
使摔倒	uw
使渗漏	uw
使紧张	uw
使腐朽	uw
使腐败	uw
使腐蚀	uw
使腐烂	uw
使蒙受耻辱	uw
使蒙羞	uw
使僵持	uw
使堕落	uw
使忧伤	uw
使忧郁	uw
使愤怒	uw
使敌对	uw
使暴露	uw
使模糊	uw
使潜入	uw
使皱缩	uw
使糊涂	uw
使蓬乱	uw
使复杂	uw
使复杂化	uw
使复杂的因素	uw
使遭危险	uw
使遭受	uw
使遭受海难	uw
使震动	uw
使饿死	uw
使激动	uw
使磨损	uw
使迟钝	uw
使错综	uw
使头晕眼花	uw
使绷紧	uw
使胆寒	uw
使临险境	uw
使举止失礼	uw
使隐退	uw
使摆脱	uw
使断念	uw
使断裂	uw
使朦胧	uw
使离婚	uw
使离乡背井	uw
使爆炸	uw
使难办	uw
使竞争	uw
使缠结	uw
使变空	uw
使变得不愉快	uw
使变得低劣	uw
使变得无耻	uw
使变陈腐	uw
使变黑	uw
使变暗	uw
使变暗淡	uw
使变酸	uw
使变模糊	uw
使变丑	uw
使惊呆	uw
使惊恐	uw
使惊讶	uw
使惊愕	uw
使惊惶失措	uw
使惊慌	uw
使惊惧	uw
使恶心	uw
供给..过强	uw
供给..过强的力量	uw
供认	uw
刻板的	uw
刻薄的	uw
刺入	uw
刺死	uw
刺耳的	uw
刺耳声	uw
刺骨	uw
刺探	uw
刺眼的强光	uw
刺棒	uw
刺痛	uw
刺痛人	uw
刺痛的	uw
刺伤	uw
刺激物	uw
刮出	uw
刮出刺耳声	uw
刮掉	uw
刮落	uw
制止	uw
制止物	uw
制服	uw
卑下的	uw
卑劣的	uw
卑屈	uw
卑微的	uw
卑鄙小人	uw
卑鄙地	uw
卑鄙的	uw
卑鄙的人	uw
卑贱的	uw
受抑止	uw
受到阻滞	uw
受阻	uw
受阻止	uw
受害的	uw
受害者	uw
受挫折	uw
受挫折的	uw
受闷	uw
受痛苦	uw
受诅咒	uw
受诅咒的	uw
受伤	uw
受伤的	uw
受感情驱使	uw
受感情驱使的	uw
受损失	uw
受损害	uw
受腐蚀	uw
受难者	uw
受骗者	uw
嗬欠	uw
咕哝	uw
咕哝着说	uw
咆哮得使	uw
咆哮着说	uw
命运注定	uw
命运注定的	uw
固执的	uw
夜盗	uw
奇怪	uw
奇怪的	uw
奈何	uw
孤立的	uw
孤寂的	uw
孤单的	uw
孤独的	uw
孤独的人	uw
尚未准备好	uw
尚未准备好的	uw
尚武	uw
尚武的	uw
延期	uw
延缓	uw
征服	uw
忿恨的	uw
怪胎	uw
怪异的	uw
怪异的东西	uw
怪异风格	uw
怪诞的行动	uw
怪诞的事物	uw
怪诞的图样	uw
承受不住	uw
承受不住的	uw
抹去	uw
拒付	uw
拒受	uw
拒绝	uw
拒绝..	uw
拒绝..的要求	uw
拒绝承兑	uw
拒绝承认	uw
拒绝接受	uw
拒绝给予	uw
拒给	uw
招供	uw
招致	uw
招致毁灭	uw
招致毁灭的	uw
抽打	uw
抽噎	uw
抽噎地哭	uw
抽搐	uw
押往	uw
押往监狱	uw
抵抗	uw
抱怨地说	uw
抱歉的	uw
拘留	uw
拘留所	uw
拘留处	uw
拖着行进	uw
拖着脚走	uw
拖紧	uw
拖沓地进行	uw
拆除	uw
放弃	uw
放弃权利	uw
放肆的	uw
放荡的	uw
放纵的	uw
易生气	uw
易生气的	uw
易受	uw
易受..影响	uw
易受..影响的	uw
易受骗	uw
易受骗的	uw
易怒的	uw
易被瞒	uw
易被瞒的	uw
易损坏	uw
易损坏的	uw
易烦恼	uw
易烦恼的	uw
易碎	uw
易碎的	uw
易瞒	uw
易坏	uw
易坏的	uw
易爆发	uw
易爆发的	uw
易变的	uw
昂贵地	uw
昂贵的	uw
昏昏欲睡的	uw
昏倒	uw
昏迷的	uw
昏厥	uw
昏暗的	uw
昏晕	uw
服麻醉品	uw
服丧	uw
武装部队	uw
武装部队的	uw
泥污	uw
泥坑	uw
泥泞	uw
泥泞的	uw
沾污	uw
法西斯主义者	uw
法西斯党员	uw
油腻的	uw
沮丧的	uw
争吵的原因	uw
争斗者	uw
争执	uw
争论	uw
争论的	uw
争辩	uw
玩忽行为	uw
玩笑	uw
疝气	uw
盲目的	uw
盲信	uw
盲信的	uw
直撞	uw
空洞的	uw
空虚的	uw
空想的	uw
空想家	uw
纠缠不休	uw
肥肉	uw
肥的	uw
表示忿恨	uw
表示忿恨的	uw
表示轻蔑	uw
表示鄙视	uw
表示谢绝	uw
表示谢绝的短柬	uw
表面性的事物	uw
表面粗糙	uw
表面粗糙的	uw
轧轧	uw
轧轧地作响	uw
长肥	uw
长期不和	uw
长期折磨	uw
长期争斗	uw
阻止	uw
阻碍..的发育	uw
阻碍物	uw
阻拦	uw
非正式	uw
非正式的	uw
非自愿	uw
非自愿的	uw
非法的	uw
非真正	uw
非真正的	uw
非婚生子	uw
非婚生子女	uw
非常饥饿	uw
非常饥饿的	uw
非难的理由	uw
侵入者	uw
侵犯人身	uw
侵犯的	uw
侵略的	uw
侵略者	uw
侵略国	uw
俘虏	uw
俗丽	uw
俗丽的	uw
侮辱的	uw
侮慢的	uw
冒..的危险	uw
冒充的	uw
冒充者	uw
冒失女孩	uw
冒失的	uw
冒昧的	uw
冒牌货	uw
冒险的	uw
冒险假设	uw
削掉	uw
削减	uw
前後矛盾	uw
前後颠倒	uw
前後颠倒的	uw
克星	uw
勉强的	uw
厚着脸皮做	uw
厚脸皮的	uw
厚颜无耻的	uw
叛逆的	uw
叛国者	uw
咬字不清晰	uw
咬住	uw
咬伤	uw
哀惜	uw
哀悼者	uw
哀诉	uw
哀伤的	uw
哎呀	uw
品行不端	uw
品性不端	uw
品性不端的	uw
哄诱	uw
哄骗做	uw
垂头	uw
垂头丧气的	uw
垮掉	uw
威压	uw
威慑	uw
威慑力量	uw
威慑的	uw
宣布中止	uw
宣布脱离关系	uw
宣判	uw
宣告有罪	uw
宣告放弃	uw
宣告非法	uw
宣告无效	uw
封锁	uw
很深的裂缝	uw
後退	uw
怒目注视	uw
怒容的	uw
怒气冲冲的	uw
怒潮	uw
怠惰地	uw
怠惰的	uw
急切地要求得到	uw
急切的	uw
急忙地讲	uw
急扯	uw
急走	uw
急拉	uw
急促地说	uw
急急忙忙	uw
急煞车声	uw
急语	uw
急躁的	uw
怨恨引起	uw
怨恨引起的	uw
怨恨的	uw
挖苦的	uw
挖掘	uw
挖掘地基	uw
拼命	uw
持续的叫喊	uw
拷问	uw
拷问的	uw
挑剔的	uw
挑逗	uw
挑衅的	uw
故意	uw
故意刁难	uw
故意少给	uw
故意的	uw
枯萎	uw
查禁	uw
歪的	uw
毒品交易中收钱而不给货	uw
毒气	uw
毒气影响	uw
毒杀	uw
毒液	uw
毒蛇	uw
毒腺	uw
毒药	uw
洪水	uw
洪流	uw
流亡者	uw
流出	uw
流行病	uw
流放	uw
流浪	uw
流浪人	uw
流浪乞丐	uw
流浪的	uw
流浪者	uw
流浪汉	uw
泄漏	uw
牲畜	uw
牲畜栏	uw
狩猎	uw
狠狠	uw
狠狠抨击	uw
狡诈的	uw
狡猾的	uw
畏缩的	uw
相差	uw
相差的	uw
相异	uw
相异的	uw
相撞	uw
看不见	uw
看不见的	uw
研碎	uw
砍倒	uw
砍得	uw
砍得很深	uw
砍得很深的伤口	uw
砍痕	uw
砍伤	uw
砍击	uw
突袭	uw
胖的	uw
背井	uw
背信弃义的	uw
背信弃义的人	uw
背叛的	uw
背叛者	uw
胡思	uw
胡思乱想的	uw
胡乱地涂	uw
胡乱对付	uw
致死	uw
致死的	uw
致污物	uw
致命之物	uw
致命的	uw
苛刻的	uw
苦工	uw
苦事	uw
苦的	uw
苦的东西	uw
要吐	uw
要吐的	uw
要死	uw
负的	uw
负荷	uw
迫切的	uw
迫切需要	uw
迫使	uw
重打	uw
重新陷入	uw
重压	uw
重击	uw
重击声	uw
陌生的	uw
降低..	uw
降低..的地位	uw
降低..的品格	uw
降祸	uw
风暴	uw
飞溅	uw
飞溅出	uw
亳不	uw
亳不留情	uw
亳不留情的	uw
倒不如	uw
倒坍	uw
倒垃圾	uw
倒塌	uw
倒楣的	uw
倔强地	uw
倔强的	uw
凋萎	uw
凋谢的	uw
剔除	uw
刚愎的	uw
唐突的	uw
哭得使..	uw
哭着使..	uw
哭诉	uw
埋伏	uw
埋地雷	uw
埋葬	uw
宰杀	uw
害人精	uw
害怕的	uw
害羞的	uw
害虫	uw
家务杂事	uw
容易受惊	uw
容易受惊的	uw
差的	uw
弱小的	uw
徒然的	uw
恐怖手段	uw
恐怖主义	uw
恐怖行动	uw
恐怖时期	uw
恐怖病	uw
挨饿	uw
料想不到	uw
料想不到的	uw
根绝	uw
气急	uw
气急败坏地说	uw
气愤地说粗话	uw
气馁的	uw
浪费的	uw
浪荡的	uw
消沈	uw
消极的	uw
消灭	uw
海洛因	uw
浮动	uw
浮渣	uw
浮躁的	uw
特权	uw
狭路	uw
留下伤痕	uw
疾病	uw
病人	uw
病人的	uw
病狂	uw
病的	uw
病弱的	uw
病弱的人	uw
病菌	uw
疲倦的	uw
疼痛	uw
疼痛的	uw
真假可疑	uw
真假可疑的	uw
砰地	uw
砰地放下	uw
砰地落下	uw
破布条	uw
破衣服	uw
破门	uw
破门盗窃	uw
破掉	uw
破败的	uw
破产了	uw
破产了的	uw
破产者	uw
破裂处	uw
破落的	uw
破旧的	uw
破坏..的基础	uw
破坏名誉	uw
破坏性的	uw
破坏的	uw
破坏活动	uw
破烂的	uw
神经的	uw
神经病的	uw
神经病患者	uw
神经过敏的	uw
神经紧张	uw
神经紧张的	uw
神经质的	uw
粉碎	uw
纹裂	uw
索费	uw
索价	uw
缺少的东西	uw
缺乏自信	uw
缺乏的	uw
缺乏感情	uw
缺乏感情或兴趣	uw
缺乏感情的	uw
缺乏兴趣	uw
缺乏兴趣的	uw
缺席	uw
缺席的	uw
缺席者	uw
缺德的	uw
耗费的	uw
耗尽	uw
耗尽的	uw
脆弱的	uw
臭气	uw
臭虫	uw
茫然的	uw
荒地	uw
荒年	uw
荒年的	uw
荒唐的	uw
荒凉的	uw
荒废的	uw
荒芜的	uw
荒谬的	uw
荒谬的言行	uw
草率的	uw
草率从事	uw
草率从事的	uw
衰老的	uw
衰弱的	uw
衰落的	uw
衰竭	uw
讨厌的	uw
讨厌的人	uw
讨厌的人或东西	uw
讨厌的事	uw
起纠纷	uw
起阻碍作用	uw
起风暴	uw
起诉	uw
起诉人	uw
起诉状	uw
起皱	uw
起鸡皮疙瘩	uw
送葬	uw
送葬者	uw
逆向	uw
逆向的	uw
逆行	uw
逆着	uw
迷信引起	uw
迷信引起的	uw
迷信的	uw
迷途地	uw
迷路的	uw
迷路者	uw
迷恋者	uw
退落	uw
退学	uw
退避	uw
逃亡的	uw
逃亡者	uw
逃走的	uw
逃走的人	uw
逃掉	uw
逃避义务	uw
逃避职责	uw
追诉	uw
酒醉	uw
酒醉的	uw
针刺	uw
阵痛	uw
陡然	uw
陡然下降	uw
陡然下降的	uw
骨折	uw
高度兴奋	uw
高速疾驶	uw
高傲态度	uw
高价地	uw
鬼鬼祟祟的人	uw
鬼鬼祟祟做事	uw
乾旱	uw
乾咳	uw
乾枯	uw
乾燥	uw
乾燥的	uw
