word;weight
善理;1.0
善理家;1.0
善理家的;1.0
善意的;1.0
善说服;1.0
善说服的;1.0
善辩;1.0
舒服的;1.0
舒适的;1.0
华丽的;1.0
着名的;1.0
着迷的;1.0
贵重的;1.0
贵族;1.0
贵族的;1.0
超凡技术;1.0
进步的;1.0
进取心;1.0
雅致的;1.0
雄辩的;1.0
顺利的;1.0
顺从的;1.0
传奇性;1.0
传奇性的;1.0
勤勉的;1.0
勤奋的;1.0
圆满的;1.0
微妙;1.0
微妙的;1.0
意味深长的;1.0
慈祥的;1.0
慈悲心;1.0
慈悲的;1.0
慈悲为怀的;1.0
慈善的;1.0
感人的;1.0
感到满意;1.0
感激的;1.0
感谢的;1.0
想像力;1.0
想像的;1.0
爱打趣;1.0
爱打趣的;1.0
爱好和平;1.0
爱好和平的;1.0
爱国心;1.0
爱国的;1.0
爱说话;1.0
爱说话的;1.0
慎重的;1.0
慎虑;1.0
慎虑的;1.0
新奇的;1.0
新鲜的;1.0
暖和的;1.0
极力夸奖;1.0
极好的;1.0
极好的人;1.0
极度高兴;1.0
极度高兴的;1.0
极贵重;1.0
极贵重的;1.0
极乐的;1.0
温文儒雅的;1.0
温和的;1.0
温柔的;1.0
温柔亲切;1.0
温柔亲切的;1.0
温顺的;1.0
温暖的;1.0
准确的;1.0
万能;1.0
万能的;1.0
节制;1.0
节制的;1.0
节约的;1.0
节俭的;1.0
经得起检验;1.0
经得起检验的;1.0
羡慕的;1.0
圣徒;1.0
圣洁的;1.0
补足的;1.0
解除武装;1.0
详尽的;1.0
诗意的;1.0
诙谐的;1.0
诚实的;1.0
诚挚的;1.0
诚恳的;1.0
资源丰富;1.0
资源丰富的;1.0
较好;1.0
较好者;1.0
较优;1.0
较优者;1.0
道理;1.0
道德的;1.0
道德崇高;1.0
道德崇高的人;1.0
逼真地;1.0
逼真的;1.0
鼓掌欢呼表示通过;1.0
鼓掌欢迎;1.0
鼓舞人心的;1.0
鼓舞人心的人;1.0
宁静的;1.0
实用性;1.0
实用性的;1.0
实在的;1.0
实在论;1.0
实在论的;1.0
实际可行;1.0
实际可行的;1.0
崭新的;1.0
慷慨的;1.0
慷慨的行为;1.0
畅谈的;1.0
荣誉的;1.0
漂亮地;1.0
漂亮的;1.0
漂亮的东西;1.0
满意地说;1.0
满意的;1.0
满怀;1.0
满怀敬畏;1.0
满怀敬畏的;1.0
尽情地;1.0
端庄的;1.0
精力充沛的;1.0
精心的;1.0
精巧地;1.0
精巧的;1.0
精巧的设计;1.0
精明的;1.0
精美的;1.0
精密的;1.0
精细的;1.0
精通的;1.0
精确性;1.0
精确的;1.0
精确度;1.0
精选的;1.0
认真的;1.0
豪勇;1.0
豪华的;1.0
轻快地;1.0
轻快的;1.0
轻松的;1.0
仪态高贵;1.0
仪态高贵的;1.0
增进友谊;1.0
增进友谊的;1.0
嬉戏的;1.0
娴雅的;1.0
宽大的;1.0
宽容的;1.0
宽恕的;1.0
宽阔的;1.0
审慎的;1.0
德高望重的人;1.0
庆祝的;1.0
怜悯心;1.0
怜悯的;1.0
标致的;1.0
标准的;1.0
乐而忘忧;1.0
乐而忘忧的;1.0
乐意地;1.0
乐意的;1.0
乐观的;1.0
毅然的;1.0
洁净的;1.0
潜心於;1.0
熟悉的;1.0
熟练地;1.0
熟练的;1.0
热切地;1.0
热心的;1.0
热心肠的;1.0
热忱的;1.0
热烈的;1.0
热衷的;1.0
热情的;1.0
热望的;1.0
热诚地;1.0
缔造者;1.0
卫生的;1.0
谈笑;1.0
调和的;1.0
贤明的;1.0
趣味相同;1.0
趣味相同的;1.0
踏实的;1.0
辉煌的;1.0
适任;1.0
适合的;1.0
适宜的;1.0
适度的;1.0
适意的;1.0
适当地;1.0
适当的;1.0
适应;1.0
适应的;1.0
醇的;1.0
噪声小;1.0
噪声小的;1.0
奋争;1.0
学识;1.0
整齐的;1.0
整洁的;1.0
机敏地;1.0
机敏的;1.0
机智的;1.0
机灵的;1.0
独一无二;1.0
独一无二的;1.0
独立自主的;1.0
独有;1.0
独有的;1.0
独特的;1.0
独创性;1.0
积极的;1.0
兴高采烈地;1.0
兴高采烈的;1.0
兴盛的;1.0
兴奋的;1.0
亲切的;1.0
亲密的;1.0
亲爱的;1.0
谐调的;1.0
头脑清楚;1.0
头脑清楚的;1.0
优秀的;1.0
优良的;1.0
优於;1.0
优美地;1.0
优美的;1.0
优胜的;1.0
优质的;1.0
帮助脱离困境;1.0
营养;1.0
营养的;1.0
灿烂的;1.0
获利的;1.0
获得胜利;1.0
获胜;1.0
获胜的;1.0
繁茂的;1.0
繁盛的;1.0
繁荣的;1.0
声誉好;1.0
声誉好的;1.0
聪明的;1.0
聪慧的;1.0
聪颖的;1.0
举行凯旋式;1.0
谦卑的;1.0
谦恭有礼;1.0
谦恭有礼的言辞;1.0
谦恭的;1.0
谦逊地;1.0
谦逊的;1.0
鲜明的;1.0
简朴的;1.0
谨慎的;1.0
丰富的;1.0
丰满的;1.0
丰饶的;1.0
宠爱的;1.0
怀着;1.0
怀着希望;1.0
怀着希望的;1.0
稳定的;1.0
稳重的;1.0
稳健的;1.0
赞成的;1.0
赞成的一方;1.0
赞成的论点;1.0
赞成者;1.0
赞成票;1.0
赞许的;1.0
难忘;1.0
难忘的;1.0
严肃性;1.0
严肃的;-1.0
严谨的;1.0
宝贵的;1.0
腾跃;1.0
顾虑周到;1.0
顾虑周到的;1.0
欢迎的;1.0
欢喜的;1.0
欢庆胜利;1.0
欢乐的;1.0
欢闹的;1.0
欢腾的;1.0
听话;1.0
鉴别力;1.0
纤细的;1.0
变平静;1.0
变好;1.0
变得较好;1.0
变清;1.0
显着地;1.0
显着的;1.0
显赫的;1.0
惊羡;1.0
体贴的;1.0
体谅的;1.0
灵巧地;1.0
灵巧的;1.0
灵活的;1.0
灵敏性;1.0
灵敏的;1.0
赞扬的;1.0
一吐为快;1.0
一见锺情;1.0
大喜若狂;1.0
不遗馀力;1.0
互助合作;1.0
互爱;1.0
互敬;1.0
仁善;1.0
分工;1.0
分工合作;1.0
太好;1.0
太好了;1.0
引以为傲;1.0
引吭;1.0
心有戚戚;1.0
心有灵犀;1.0
心诚则灵;1.0
日久生情;1.0
出乎意料;-1.0
生日快乐;1.0
多幸褔;1.0
多福;1.0
好心情;1.0
安心;1.0
安可;1.0
安身立命;1.0
安和乐利;1.0
安命;1.0
安於;1.0
安祥;1.0
安睡;1.0
有说有笑;1.0
自立自强;1.0
自信满满;1.0
自勉;1.0
你侬我侬;1.0
快快活活;1.0
抒解;1.0
抒怀;1.0
言笑晏晏;1.0
言归於好;1.0
走好运;1.0
嗬嗬;1.0
知耻;1.0
很爽;1.0
施恩;1.0
洋房;1.0
为快;1.0
为傲;1.0
美梦;1.0
真爱;1.0
笑兮兮;1.0
笑死;1.0
笑死罗;1.0
讨喜;1.0
悠哉;1.0
情深;1.0
甜甜蜜蜜;1.0
喜感;1.0
悲怜;1.0
悲悯;-1.0
超好;1.0
爱人如己;1.0
暖呼呼;1.0
暖烘烘;1.0
暖意;1.0
会心一笑;1.0
温慰;1.0
温蔼;1.0
羡煞;1.0
群情激愤;1.0
夸耀;1.0
过关;1.0
实现出来;1.0
窝心;1.0
与有荣焉;1.0
认同;1.0
遥遥领先;1.0
慰问;1.0
乐子;1.0
乐乎;1.0
乐见;1.0
乐嗬嗬;1.0
乐於;1.0
热切於;1.0
卫冕;1.0
赏识到;1.0
适得其所;1.0
养活;1.0
学以致用;1.0
学成;1.0
学成归国;1.0
学有专精;1.0
学习好;1.0
学进;1.0
学进去;1.0
学会;1.0
激荡;1.0
恋恋;1.0
煇煌;1.0
宰相肚里好撑船;1.0
璧人;1.0
超常;1.0
明光;1.0
妙语;1.0
满溢;1.0
春联;1.0
妥适;1.0
耐烦;1.0
纵横;1.0
绵长;1.0
五彩;1.0
雅言;1.0
风姿;1.0
深味;1.0
葵倾;1.0
有数;1.0
名门;1.0
繁博;1.0
登临;1.0
答允;1.0
鲜洁;1.0
难得;1.0
希有;1.0
本份;1.0
财气;1.0
流溢;1.0
酣熟;1.0
乐境;1.0
沁润;1.0
巧思;1.0
绝顶;1.0
美景;1.0
登攀;1.0
名伶;1.0
快悦;1.0
璧赵;1.0
名闻遐迩;1.0
妙绝;1.0
德育;1.0
吐艳;1.0
识才;1.0
白璧微瑕;1.0
费尽心血;1.0
登高;1.0
敏快;1.0
旺销;1.0
潋滟;1.0
企祷;1.0
妙境;1.0
倡首;1.0
娇翠;1.0
神姿;1.0
谨厚;1.0
沁凉;1.0
伟观;1.0
笃行不倦;1.0
苍古;1.0
宽余;1.0
耐苦;1.0
热气腾腾;1.0
飙升;1.0
嫩黄;1.0
点醒;1.0
高产;1.0
褒义;1.0
为公忘私;1.0
开窍;1.0
善报;1.0
力作;1.0
浓挚;1.0
明哲;1.0
深广;1.0
明莹;1.0
俊迈;1.0
倘洋;1.0
朗敞;1.0
义侠;1.0
壮大;1.0
落落;1.0
俊彦;1.0
竭尽全心;1.0
策勉;1.0
竞艳;1.0
餐风露宿;1.0
大略;1.0
强干;1.0
奇计;1.0
奖挹;1.0
雄兵;1.0
清风;1.0
荣光;1.0
清甜;1.0
强人;1.0
文饰;1.0
德化;1.0
妙处;1.0
爽声;1.0
铭佩;1.0
良方;1.0
洞明;1.0
习习;1.0
五彩斑斓;1.0
深微;1.0
芳年;1.0
泽润;1.0
萌芽;1.0
夸许;1.0
强毅;1.0
善果;1.0
览胜;1.0
凌云;1.0
矻矻;1.0
美意;1.0
俊伟;1.0
朴雅;1.0
前途无量;1.0
梦境;1.0
青史;1.0
倩装;1.0
变化无穷;-1.0
苦心造诣;1.0
明秀;1.0
悟彻;1.0
谨小慎微;1.0
伸张正义;1.0
开门红;1.0
实绩;1.0
聪明能干;1.0
不渝;-1.0
巧笑;1.0
旷远;1.0
排头兵;1.0
挺实;1.0
浓厚;1.0
任贤使能;1.0
风卷残云;1.0
悠游;1.0
笔意;1.0
深悉;1.0
铭刻;1.0
厉精求治;1.0
争光;1.0
耿耿忠心;1.0
佳期;1.0
亭亭;1.0
重阳;1.0
直朴;1.0
探索;1.0
宽解;1.0
康宁;1.0
郁馥;1.0
登程;1.0
神速;1.0
方略;1.0
赞辞;1.0
仪态;1.0
雄狮;1.0
聆听;1.0
才貌;1.0
名迹;1.0
名医;1.0
平赞;1.0
爽意;1.0
丽人;1.0
渴仰;1.0
礼让;1.0
馈送;1.0
信誉;1.0
开创;1.0
耐看;1.0
领衔;1.0
浅明;1.0
大势;1.0
前瞻性;1.0
俊气;1.0
旷荡;1.0
友军;1.0
得益;1.0
力争;1.0
贺函;1.0
隆盛;1.0
千载流芳;1.0
萃聚;1.0
星夜兼程;1.0
拼搏;1.0
争先;1.0
好话;1.0
奖饰;1.0
灵效;1.0
富国;1.0
才学兼优;1.0
满勤;1.0
本事;1.0
奥秘;1.0
美事;1.0
乐业;1.0
旷世;1.0
妙法;1.0
挺身;1.0
容仪;1.0
绝品;1.0
奇瑰;1.0
奇绝;1.0
宽亮;1.0
天分;1.0
口才;1.0
魁实;1.0
美谈;1.0
挺劲;1.0
坦途;1.0
馈献;1.0
灵清;1.0
魁首;1.0
劳模;1.0
妙策;1.0
言行一致;1.0
令誉;1.0
英姿勃勃;1.0
健存;1.0
殿堂;1.0
循循善诱;1.0
胜游;1.0
蝉联;1.0
宏儒;1.0
满堂彩;1.0
永世长存;1.0
飞腾;1.0
彭湃;1.0
明锐;1.0
清气;1.0
奖章;1.0
耸立;1.0
可歌可涕;1.0
宽旷;1.0
艰苦奋斗;1.0
公私分明;1.0
胜友;1.0
敢于;1.0
慕悦;1.0
流芳百代;1.0
两全;1.0
甜适;1.0
留芳后世;1.0
浩瀚;1.0
良策;1.0
强者;1.0
棋圣;1.0
婉和;1.0
殊绝;1.0
把关;1.0
翻身;1.0
睦邻;1.0
娇娜;1.0
巧匠;1.0
奋勇向前;1.0
清澄;1.0
明洁;1.0
惬怀;1.0
大同;1.0
丽日;1.0
良田;1.0
慨允;1.0
奇谋;1.0
养性;1.0
晓畅;1.0
扶弱抑强;1.0
器任;1.0
俊爽;1.0
情致;1.0
顶天;1.0
明情;1.0
史诗;1.0
心声;1.0
觉悟;1.0
顺情;1.0
清光;1.0
青白;1.0
曲衷;1.0
油然;1.0
受用;1.0
赞仰;1.0
明爽;1.0
得用;1.0
妙用;1.0
恩典;1.0
无匹;1.0
文采;1.0
合用;1.0
晨曦;1.0
美劲儿;1.0
康平;1.0
旷阔;1.0
发奋图强;1.0
闻名遐尔;1.0
蕴藉;1.0
恋念;1.0
明察;1.0
独行;1.0
强手;1.0
任贤用能;1.0
大名;1.0
希贵;1.0
少壮;1.0
峭丽;1.0
青碧;1.0
神交;1.0
清浅;1.0
祷祝;1.0
明敏;1.0
情至义尽;1.0
拓荒;1.0
辞行;1.0
千古流芳;1.0
亮敞;1.0
雄纠纠;1.0
颐养;1.0
明鉴;1.0
妙药;1.0
满堂红;1.0
铭心;1.0
慎独;1.0
灵泛;1.0
量才录用;1.0
起早贪黑;1.0
百倍;1.0
胜景;1.0
奋飞;1.0
明眸;1.0
快马加鞭;1.0
趣事;1.0
顺遂;1.0
勇毅;1.0
葱翠;1.0
宝宝;1.0
典丽;1.0
妙龄;1.0
妙手;1.0
厚谢;1.0
清兴;1.0
修养;1.0
遵纪守法;1.0
朗澈;1.0
嘉勉;1.0
慎密;1.0
清词;1.0
倩影;1.0
天姿;1.0
清赏;1.0
滔滔不绝;1.0
净白;1.0
克俭;1.0
诚心敬意;1.0
峭劲;1.0
美誉;1.0
讴吟;1.0
财喜;1.0
诗才;1.0
选贤任能;1.0
宽仁;1.0
利国利民;1.0
优先;1.0
名作;1.0
幽宛;1.0
奇彩;1.0
腾飞;1.0
富余;1.0
良医;1.0
童真;1.0
强将;1.0
良言;1.0
猛锐;1.0
廉直;1.0
墨宝;1.0
明耀;1.0
宽和;1.0
年轻力壮;1.0
好转;1.0
灵动;1.0
催劲;1.0
润养;1.0
朗然;1.0
美传;1.0
无暇;1.0
舒泰;1.0
平阔;1.0
雄姿;1.0
晴空;1.0
灵醒;1.0
满分;1.0
灵俏;1.0
高材生;1.0
振兴;1.0
厚实;1.0
丽质;1.0
绝唱;1.0
成才;1.0
提拔;1.0
青葱;1.0
健在;1.0
清趣;1.0
靓女;1.0
雅丽;1.0
快心;1.0
美餐;1.0
琅琅;1.0
清晖;1.0
宽让;1.0
真朴;1.0
清凉;1.0
趣话;1.0
挑大梁;1.0
畅叙;1.0
屹然;1.0
得胜;1.0
宽爽;1.0
景物;1.0
知音;1.0
露头角;1.0
晖映;1.0
妙品;1.0
趣谈;1.0
妙年;1.0
并驾齐驱;1.0
健捷;1.0
悠长;1.0
靓仔;1.0
深厚;1.0
传扬;1.0
俊逸;1.0
班配;1.0
提携;1.0
晴碧;1.0
崭亮;1.0
妙诀;1.0
谆谆教导;1.0
胆大如斗;1.0
好处;1.0
踌躇;-1.0
提挈;1.0
擢拔;1.0
顶峰;1.0
和易近人;1.0
明镜;1.0
强项;1.0
稳贴;1.0
澄彻;1.0
宛妙;1.0
奇才;1.0
优选;1.0
绝世;1.0
伟丽;1.0
文圣;1.0
新风;1.0
旷古;1.0
择优;1.0
威猛;1.0
不谋私利;1.0
修伟;1.0
孺子牛;1.0
朝晖;1.0
绝群;1.0
威容;1.0
妙算;1.0
诗兴;1.0
修长;1.0
美酒;1.0
宽裕;1.0
宽坦;1.0
虚心好学;1.0
明决;1.0
绮霞;1.0
美称;1.0
崛起;1.0
酥脆;1.0
妙丽;1.0
论著;1.0
刚柔;1.0
绝技;1.0
本领;1.0
美秀;1.0
善本;1.0
妍艳;1.0
要道;1.0
宏才;1.0
良缘;1.0
好多;1.0
赢余;1.0
伟举;1.0
俏媚;1.0
骐骥;1.0
慷慨大方;1.0
底气;1.0
奇策;1.0
鹊起;1.0
一气呵成;1.0
良晤;1.0
灵妙;1.0
保鲜;1.0
希珍;1.0
精强;1.0
奇丽;1.0
精华;1.0
受益;1.0
厉行;1.0
强身;1.0
能行;1.0
双赢;1.0
宽博;1.0
光明正道;1.0
吐翠;1.0
重霄;1.0
志学;1.0
灵机;1.0
康强;1.0
蜜甜;1.0
旷朗;1.0
双喜;1.0
包涵;1.0
瑶池;1.0
英勇无畏;1.0
挺俊;1.0
从优;1.0
清泉;1.0
软和;1.0
青翠;1.0
清辉;1.0
夙儒;1.0
清涟;1.0
期冀;1.0
勇略;1.0
言欢;1.0
文藻;1.0
雄杰;1.0
讴颂;1.0
诗情;1.0
实才;1.0
俊髦;1.0
尧舜;1.0
宽绰;1.0
容华;1.0
明澄;1.0
拔翠;1.0
倔强;1.0
美差;1.0
大义;1.0
贤劳;1.0
明静;1.0
明珠;1.0
惠临;1.0
利于;1.0
绝景;1.0
龙驹;1.0
神州;1.0
溢目;1.0
良友;1.0
文曲星;1.0
轻倩;1.0
婉妙;1.0
得志;1.0
乖乖;1.0
万寿无疆;1.0
福寿年高;1.0
安居乐业;1.0
妥靠;1.0
活脱脱;1.0
白璧无暇;1.0
肯切;1.0
感人肺腑;1.0
洁身自好;1.0
妥实;1.0
辽阔;1.0
清洌;1.0
xixi;1.0
超爽;1.0
_god;1.0
爱老虎油;1.0
高爽;1.0
价廉质优;1.0
水到渠成;1.0
郁郁葱葱;1.0
了不得;1.0
起劲;1.0
兴致;1.0
艳慕;1.0
释然;1.0
绰有余裕;1.0
恢廓;1.0
文气;1.0
性感;1.0
嘹亮;1.0
清洌洌;1.0
英雄好汉;1.0
勇敢者;1.0
青史名垂;1.0
醇雅;1.0
haha;1.0
cool;1.0
Cool毙;1.0
爆强;1.0
贵宾;1.0
辞华;1.0
大礼;1.0
活宝;1.0
高扬;1.0
顾念;1.0
壮志凌云;1.0
神秘;1.0
毋庸置疑;1.0
悠远;1.0
舍身为国;1.0
饱满;1.0
奶声奶气;1.0
香泽;1.0
暖融融;1.0
亮节高风;1.0
心静;1.0
安居;1.0
显眼;1.0
英杰;1.0
群英;1.0
雅俗;1.0
哇塞;1.0
ding;1.0
巨强;1.0
爽歪歪;1.0
qiang;1.0
hiahia;1.0
赞一个;1.0
神奇;1.0
瑰奇;1.0
闺秀;1.0
淡然;1.0
牛气;1.0
莞尔;1.0
象样;1.0
动心;1.0
殷情;1.0
福寿齐天;1.0
尊长;1.0
伏帖;1.0
逗趣;1.0
暖乎乎;1.0
尊师重教;1.0
仗义;1.0
阔达;1.0
公平合理;1.0
冉冉;1.0
甲天下;1.0
价廉质优|;1.0
全优;1.0
太强了;1.0
顶一下;1.0
弓虽;1.0
哇哈哈;1.0
o(∩_∩)o;1.0
dingding;1.0
8错;1.0
音容笑貌;1.0
慈慧;1.0
粹聚;1.0
稳便;1.0
开豁;1.0
优哉游哉;1.0
万紫千红;1.0
淡薄;1.0
巨擘;1.0
解气;1.0
看淡;1.0
世外桃源;1.0
酣畅淋漓;1.0
沉醉;1.0
欢心;1.0
相爱;1.0
青睐;1.0
宝贝儿;1.0
暖洋洋;1.0
专诚;1.0
对得住;1.0
举止自若;1.0
慰藉;1.0
勃发;1.0
勤奋好学;1.0
活波;1.0
叫座;1.0
顶了;1.0
稀饭;1.0
牛x;1.0
畅述;1.0
葱笼;1.0
告成;1.0
够朋友;1.0
鸿福;1.0
熨帖;1.0
恬然;1.0
:);1.0
宏亮;1.0
活泼泼;1.0
举案齐眉;1.0
清闲;1.0
响亮;1.0
贵人;1.0
八错;1.0
宽免;1.0
纯情;1.0
淳化;1.0
过人;1.0
妙曼;1.0
使喜悦;1.0
笑嘻嘻;1.0
艳美;1.0
古趣;1.0
功碑;1.0
好心人;1.0
兴头;1.0
有才;1.0
挂念;1.0
绝倒;1.0
拔萃;1.0
宝贝疙瘩;1.0
掌上明珠;1.0
NB;1.0
牛B;1.0
不得了;1.0
晴明;1.0
出手阔气;1.0
体恤;1.0
嘻笑;1.0
浅笑;1.0
笑吟吟;1.0
捧腹;1.0
笑眯眯;1.0
娇宠;1.0
慧黠;1.0
群雄;1.0
暴笑;1.0
真牛;1.0
国宝;1.0
恭正;1.0
广袤;1.0
气势磅礴;1.0
超然;1.0
宽赦;1.0
一诺千金;1.0
gx;1.0
顶一个;1.0
顶下;1.0
顶啊;1.0
甜津津;1.0
微笑;1.0
笑咪咪;1.0
哦耶;1.0
羡慕ING;1.0
吃惊;1.0
惊叹;1.0
浩淼;1.0
贵客;1.0
深爱;1.0
规整;1.0
胖乎乎;1.0
姣翠;1.0
同甘共苦;1.0
我顶顶顶;1.0
铁杆儿;1.0
酷毙了;1.0
嘉酿;1.0
天禀;1.0
甜密;1.0
铁饭碗;1.0
骨气;1.0
宝卷;1.0
闲庭;1.0
商酌;1.0
赏阅;1.0
久仰;1.0
嘉肴;1.0
俭约;1.0
院士;1.0
增产;1.0
爱美的;1.0
红颜;1.0
助兴;1.0
兴高彩烈;1.0
良机;1.0
流芳;1.0
青眼;1.0
倾动;1.0
援手;1.0
韶华;1.0
生趣;1.0
吃得住;1.0
合得来;1.0
美气;1.0
对得起;-1.0
老实巴交;1.0
热乎乎;1.0
热呼;1.0
顽健;1.0
股肱;1.0
蓬蓬;1.0
巧遇;1.0
讨俏;1.0
醍醐;1.0
天幸;1.0
缱绻;1.0
青云;1.0
安神;1.0
挚敬;1.0
后起;1.0
良人;1.0
撒手锏;1.0
善感;1.0
飘舞;1.0
憨笑;1.0
相投;1.0
笑脸;1.0
绝代;1.0
优遇;1.0
游侠;1.0
持家;1.0
器量;1.0
洽谈;1.0
香饽饽;1.0
热呼呼;1.0
能耐;1.0
向上;1.0
笑语;1.0
韶光;1.0
器宇;1.0
前茅;1.0
万幸;1.0
辉赫;1.0
显荣;1.0
鸿鹄;1.0
宽饶;1.0
轻闲;1.0
趣剧;1.0
英魂;1.0
爱称;1.0
福分;1.0
碧油油;1.0
亮眼人;1.0
侠客;1.0
善类;1.0
稳键;1.0
突破;1.0
笑容;1.0
交好;1.0
幽情;1.0
乐道;1.0
奇遇;1.0
谦辞;1.0
惹眼;1.0
超巨星;1.0
契合;1.0
心肝;1.0
沅芷澧兰;1.0
嬉笑;1.0
准谱儿;1.0
俏皮话;1.0
天趣;1.0
元气;1.0
赞礼;1.0
眼福;1.0
芝兰;1.0
中奖;1.0
骏足;1.0
温居;1.0
帖服;1.0
笑纳;1.0
金榜;1.0
榜眼;1.0
荣华;1.0
包圆儿;1.0
期求;1.0
气宇;1.0
恰恰;1.0
谦谦;1.0
兴起;1.0
佳音;1.0
风光月霁;1.0
赚头;1.0
了得;1.0
韬略;1.0
细高挑儿;1.0
显身手;1.0
润色;1.0
撒娇;1.0
上等兵;1.0
宜家宜室;1.0
热烘烘;1.0
人材;1.0
通好;1.0
向慕;1.0
凑趣儿;1.0
远志;1.0
胖墩墩;1.0
虎贲;1.0
良种;1.0
亮铮铮;1.0
游乐;1.0
温暾;1.0
逗趣儿;1.0
乐得;1.0
热肠;1.0
功烈;1.0
神仙;1.0
爽然;1.0
尤物;1.0
河清海宴;1.0
艰贞;1.0
宁缺毋滥;1.0
硬气;1.0
优容;1.0
事业有成;1.0
敬老;1.0
景美;1.0
超赞;1.0
loving;1.0
gorgeous;1.0
银奖;1.0
贤才;1.0
Pure;1.0
Shining;1.0
happier;1.0
greatest;1.0
love;1.0
哈皮;1.0
cutest;1.0
sweetie;1.0
wrinkles;1.0
新韵;1.0
笑醒;1.0
cutie;1.0
老少咸宜;1.0
Goodnight;1.0
嫩白;1.0
thankful;1.0
HAPPY;1.0
PEACE;1.0
小喜;1.0
必胜;1.0
Beautiful;1.0
Cute;1.0
hahahaha;1.0
beautiful;1.0
attractive;1.0
joyful;1.0
thank;1.0
Wish;1.0
pleased;1.0
好俊;1.0
好正;1.0
BLINGBLING;1.0
BRAVO;1.0
swag;1.0
woohoo;1.0
有益于;1.0
婉婉;1.0
honey;1.0
loveyou;1.0
哈哈哈;1.0
sweet;1.0
超萌;1.0
喜获;1.0
Fashion;1.0
Sunshine;1.0
GoodNight;1.0
THANKS;1.0
WISHES;1.0
秋韵;1.0
Shine;1.0
Smile;1.0
cute;1.0
发大财;1.0
perfect;1.0
祝明天;1.0
质感;1.0
babybabybaby;1.0
yo;1.0
传家之宝;1.0
清滢;1.0
纤柔;1.0
美哉;1.0
美思;1.0
大美;1.0
Celebration;1.0
Loved;1.0
baobei;1.0
yeye;1.0
lovely;1.0
gift;1.0
kissing;1.0
thx;1.0
Perfect;1.0
bright;1.0
Beauty;1.0
smiling;1.0
赞赞;1.0
sunshine;1.0
画龙点睛;1.0
Yoyoyo;1.0
achievement;1.0
necessarily;1.0
水水润润;1.0
百年树人;1.0
脱贫致富;1.0
surprise.;1.0
祝我爱;1.0
happy;1.0
奖项;1.0
太萌;1.0
happiness;1.0
欧耶;1.0
真豪;1.0
恭喜发财;1.0
Superstar;1.0
Sweetheart;1.0
gogogogo;1.0
亲如一家;1.0
宽待;1.0
财旺;1.0
静思;1.0
Fighting.;1.0
Gorgeous;1.0
appreciation;1.0
brighter;1.0
fightting;1.0
fortunate;1.0
馨雅;1.0
鲜艳夺目;1.0
精雕细琢;1.0
LOVING;1.0
Sweet;1.0
thanks;1.0
tks;1.0
Healthy;1.0
蓬荜生辉;1.0
贡缎;1.0
润肺;1.0
Thx;1.0
flighting;1.0
shines;1.0
superwomen;1.0
真香;1.0
超心水;1.0
Thank;1.0
wonderful;1.0
大赞;1.0
yummy;1.0
relaxed;1.0
Twinkle;1.0
相映成趣;1.0
虎虎生威;1.0
越美;1.0
smile.;1.0
happying;1.0
恭禧;1.0
祝生;1.0
Wedding;1.0
Yummy;1.0
HAppy;1.0
beatiful;1.0
smiling.;1.0
wuhuhappy;1.0
兴旺发达;1.0
必不可缺;1.0
celebration;1.0
顺祝;1.0
百尺竿头;1.0
哈尼哈尼;1.0
happyhappy;1.0
寓教于乐;1.0
哈伦;1.0
Handsome;1.0
Frighting;1.0
心诚;1.0
意趣;1.0
favourite;1.0
fighting;1.0
gifts;1.0
hahaha;1.0
happytime;1.0
succeed;1.0
top;1.0
哈特哈特;1.0
哈皮波芙地;1.0
喜聚;1.0
娇颜;1.0
康桑哈米达;1.0
开拓进取;1.0
欧耶欧耶欧耶;1.0
瑞虎;1.0
祝同;1.0
稳步前进;1.0
馥蕾;1.0
CREAM;1.0
Celebrate;1.0
amazing;1.0
hello;1.0
oyeah;1.0
豪礼;1.0
Mua;1.0
mua;1.0
团团圆圆;1.0
Happiness;1.0
cheers;1.0
少侠;1.0
Thanks.;1.0
YUMMY;1.0
幸运者;1.0
Gift;1.0
enjoyed;1.0
FIghting;1.0
LOve;1.0
生慧;1.0
达令;1.0
静好;1.0
幸运儿;1.0
遥祝;1.0
Loveyou;1.0
grain;1.0
health.;1.0
巨爱;1.0
强军;1.0
更上层楼;1.0
望卿;1.0
独到之处;1.0
祝家;1.0
祝新;1.0
祝新人;1.0
超显白;1.0
锦秀;1.0
wishes;1.0
Wishing;1.0
亦师亦友;1.0
招贤纳士;1.0
阖家欢乐;1.0
Successful;1.0
goodgood;1.0
happyness;1.0
honesty;1.0
丽贺;1.0
佳乐;1.0
敬献;1.0
显高;1.0
祝天天;1.0
祝成功;1.0
获奖;1.0
祝老;1.0
muamua;1.0
大爱;1.0
祝全天;1.0
Grateful;1.0
HAHAHA;1.0
HAPPYBIRTHDAY;1.0
Poppy;1.0
Talent;1.0
Yeah;1.0
accepts;1.0
birthdaylove;1.0
effort.;1.0
encourages;1.0
fighing;1.0
friends...;1.0
happy....;1.0
一展风采;1.0
焕心;1.0
焕美;1.0
超美;1.0
Sweety;1.0
cute.;1.0
新岁;1.0
欧耶耶;1.0
birthdays;1.0
birthdy;1.0
delicious;1.0
happyhappyhappy;1.0
heyhey;1.0
丰韵;1.0
乐静;1.0
兰心;1.0
古韵;1.0
